"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","QGDP","TOT","PC_CHGPY","Q","1995-Q1",2.833312056,
"OECD","QGDP","TOT","PC_CHGPY","Q","1995-Q2",2.638219365,
"OECD","QGDP","TOT","PC_CHGPY","Q","1995-Q3",2.59048954,
"OECD","QGDP","TOT","PC_CHGPY","Q","1995-Q4",2.178699032,
"OECD","QGDP","TOT","PC_CHGPY","Q","1996-Q1",2.515780043,
"OECD","QGDP","TOT","PC_CHGPY","Q","1996-Q2",3.335892003,
"OECD","QGDP","TOT","PC_CHGPY","Q","1996-Q3",3.218422482,
"OECD","QGDP","TOT","PC_CHGPY","Q","1996-Q4",3.632173025,
"OECD","QGDP","TOT","PC_CHGPY","Q","1997-Q1",3.543216808,
"OECD","QGDP","TOT","PC_CHGPY","Q","1997-Q2",3.655208106,
"OECD","QGDP","TOT","PC_CHGPY","Q","1997-Q3",3.825144367,
"OECD","QGDP","TOT","PC_CHGPY","Q","1997-Q4",3.789696368,
"OECD","QGDP","TOT","PC_CHGPY","Q","1998-Q1",3.599856229,
"OECD","QGDP","TOT","PC_CHGPY","Q","1998-Q2",2.779761551,
"OECD","QGDP","TOT","PC_CHGPY","Q","1998-Q3",2.587398776,
"OECD","QGDP","TOT","PC_CHGPY","Q","1998-Q4",2.502134213,
"OECD","QGDP","TOT","PC_CHGPY","Q","1999-Q1",2.718534878,
"OECD","QGDP","TOT","PC_CHGPY","Q","1999-Q2",2.956006301,
"OECD","QGDP","TOT","PC_CHGPY","Q","1999-Q3",3.412918392,
"OECD","QGDP","TOT","PC_CHGPY","Q","1999-Q4",3.939586839,
"OECD","QGDP","TOT","PC_CHGPY","Q","2000-Q1",4.289019515,
"OECD","QGDP","TOT","PC_CHGPY","Q","2000-Q2",4.850593561,
"OECD","QGDP","TOT","PC_CHGPY","Q","2000-Q3",4.131440971,
"OECD","QGDP","TOT","PC_CHGPY","Q","2000-Q4",3.349323664,
"OECD","QGDP","TOT","PC_CHGPY","Q","2001-Q1",2.629750525,
"OECD","QGDP","TOT","PC_CHGPY","Q","2001-Q2",1.5087404,
"OECD","QGDP","TOT","PC_CHGPY","Q","2001-Q3",0.959372878,
"OECD","QGDP","TOT","PC_CHGPY","Q","2001-Q4",0.559815889,
"OECD","QGDP","TOT","PC_CHGPY","Q","2002-Q1",0.829160976,
"OECD","QGDP","TOT","PC_CHGPY","Q","2002-Q2",1.47467647,
"OECD","QGDP","TOT","PC_CHGPY","Q","2002-Q3",2.082907933,
"OECD","QGDP","TOT","PC_CHGPY","Q","2002-Q4",2.21262201,
"OECD","QGDP","TOT","PC_CHGPY","Q","2003-Q1",1.868814376,
"OECD","QGDP","TOT","PC_CHGPY","Q","2003-Q2",1.594650403,
"OECD","QGDP","TOT","PC_CHGPY","Q","2003-Q3",2.149263379,
"OECD","QGDP","TOT","PC_CHGPY","Q","2003-Q4",2.902639552,
"OECD","QGDP","TOT","PC_CHGPY","Q","2004-Q1",3.459019592,
"OECD","QGDP","TOT","PC_CHGPY","Q","2004-Q2",3.631097363,
"OECD","QGDP","TOT","PC_CHGPY","Q","2004-Q3",3.151659566,
"OECD","QGDP","TOT","PC_CHGPY","Q","2004-Q4",2.739882369,
"OECD","QGDP","TOT","PC_CHGPY","Q","2005-Q1",2.747508442,
"OECD","QGDP","TOT","PC_CHGPY","Q","2005-Q2",2.738989044,
"OECD","QGDP","TOT","PC_CHGPY","Q","2005-Q3",3.088180345,
"OECD","QGDP","TOT","PC_CHGPY","Q","2005-Q4",3.20427111,
"OECD","QGDP","TOT","PC_CHGPY","Q","2006-Q1",3.485195668,
"OECD","QGDP","TOT","PC_CHGPY","Q","2006-Q2",3.477984748,
"OECD","QGDP","TOT","PC_CHGPY","Q","2006-Q3",2.875303277,
"OECD","QGDP","TOT","PC_CHGPY","Q","2006-Q4",3.061637299,
"OECD","QGDP","TOT","PC_CHGPY","Q","2007-Q1",2.69213643,
"OECD","QGDP","TOT","PC_CHGPY","Q","2007-Q2",2.65584825,
"OECD","QGDP","TOT","PC_CHGPY","Q","2007-Q3",2.79654766,
"OECD","QGDP","TOT","PC_CHGPY","Q","2007-Q4",2.539078212,
"OECD","QGDP","TOT","PC_CHGPY","Q","2008-Q1",1.976677732,
"OECD","QGDP","TOT","PC_CHGPY","Q","2008-Q2",1.332716289,
"OECD","QGDP","TOT","PC_CHGPY","Q","2008-Q3",0.310994801,
"OECD","QGDP","TOT","PC_CHGPY","Q","2008-Q4",-2.370690372,
"OECD","QGDP","TOT","PC_CHGPY","Q","2009-Q1",-4.731588359,
"OECD","QGDP","TOT","PC_CHGPY","Q","2009-Q2",-4.534653068,
"OECD","QGDP","TOT","PC_CHGPY","Q","2009-Q3",-3.479733546,
"OECD","QGDP","TOT","PC_CHGPY","Q","2009-Q4",-0.631241102,
"OECD","QGDP","TOT","PC_CHGPY","Q","2010-Q1",2.273621701,
"OECD","QGDP","TOT","PC_CHGPY","Q","2010-Q2",3.178917667,
"OECD","QGDP","TOT","PC_CHGPY","Q","2010-Q3",3.447492623,
"OECD","QGDP","TOT","PC_CHGPY","Q","2010-Q4",3.078361561,
"OECD","QGDP","TOT","PC_CHGPY","Q","2011-Q1",2.791492282,
"OECD","QGDP","TOT","PC_CHGPY","Q","2011-Q2",2.069375281,
"OECD","QGDP","TOT","PC_CHGPY","Q","2011-Q3",1.828236463,
"OECD","QGDP","TOT","PC_CHGPY","Q","2011-Q4",1.712626566,
"OECD","QGDP","TOT","PC_CHGPY","Q","2012-Q1",1.904591813,
"OECD","QGDP","TOT","PC_CHGPY","Q","2012-Q2",1.638412117,
"OECD","QGDP","TOT","PC_CHGPY","Q","2012-Q3",1.190129787,
"OECD","QGDP","TOT","PC_CHGPY","Q","2012-Q4",0.792333075,
"OECD","QGDP","TOT","PC_CHGPY","Q","2013-Q1",0.911297814,
"OECD","QGDP","TOT","PC_CHGPY","Q","2013-Q2",1.344680964,
"OECD","QGDP","TOT","PC_CHGPY","Q","2013-Q3",1.908301753,
"OECD","QGDP","TOT","PC_CHGPY","Q","2013-Q4",2.395616787,
"OECD","QGDP","TOT","PC_CHGPY","Q","2014-Q1",2.183337192,
"OECD","QGDP","TOT","PC_CHGPY","Q","2014-Q2",2.128148321,
"OECD","QGDP","TOT","PC_CHGPY","Q","2014-Q3",2.192878584,
"OECD","QGDP","TOT","PC_CHGPY","Q","2014-Q4",2.267401995,
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q1",2.766267551,
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q2",2.844902505,
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q3",2.588033973,
"OECD","QGDP","TOT","PC_CHGPY","Q","2015-Q4",2.307279432,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q1",1.965211416,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q2",1.735934846,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q3",1.555963443,
"OECD","QGDP","TOT","PC_CHGPY","Q","2016-Q4",2.124007401,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q1",2.266549567,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q2",2.559658487,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q3",2.952801077,
"OECD","QGDP","TOT","PC_CHGPY","Q","2017-Q4",2.909923643,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q1",2.877247471,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q2",2.769636463,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q3",2.235721604,
"OECD","QGDP","TOT","PC_CHGPY","Q","2018-Q4",1.674069858,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q1",1.642824313,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q2",1.515714624,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q3",1.719173385,
"OECD","QGDP","TOT","PC_CHGPY","Q","2019-Q4",1.630638616,
"OECD","QGDP","TOT","PC_CHGPY","Q","2020-Q1",-0.870010347,
"OECD","QGDP","TOT","PC_CHGPY","Q","2020-Q2",-11.614712839,
"OECD","QGDP","TOT","PC_CHGPY","Q","2020-Q3",-3.887377706,
"ZAF","QGDP","TOT","PC_CHGPY","Q","1961-Q1",5.283162054,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1961-Q2",3.141132323,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1961-Q3",3.537146061,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1961-Q4",3.457111867,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1962-Q1",5.368853258,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1962-Q2",6.509246778,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1962-Q3",6.215872443,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1962-Q4",6.607290092,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1963-Q1",5.293912413,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1963-Q2",7.39021182,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1963-Q3",8.114003821,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1963-Q4",8.627785524,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1964-Q1",9.217818014,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1964-Q2",8.330023211,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1964-Q3",6.536189845,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1964-Q4",7.752810132,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1965-Q1",7.806654938,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1965-Q2",6.914559422,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1965-Q3",5.584936856,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1965-Q4",4.291390843,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1966-Q1",3.759659917,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1966-Q2",3.883849891,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1966-Q3",5.748257538,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1966-Q4",4.360363048,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1967-Q1",6.656582495,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1967-Q2",5.676076147,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1967-Q3",9.378365174,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1967-Q4",7.040123665,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1968-Q1",4.980981285,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1968-Q2",5.279118669,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1968-Q3",1.320678553,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1968-Q4",5.145436461,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1969-Q1",4.190433764,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1969-Q2",3.643046824,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1969-Q3",7.218940101,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1969-Q4",3.809053319,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1970-Q1",5.286849847,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1970-Q2",7.525998533,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1970-Q3",1.642860733,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1970-Q4",6.658863094,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1971-Q1",5.957883758,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1971-Q2",2.992432488,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1971-Q3",5.55263699,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1971-Q4",2.697885433,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1972-Q1",0.6024105,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1972-Q2",2.490415309,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1972-Q3",1.234980502,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1972-Q4",2.292610116,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1973-Q1",4.22628983,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1973-Q2",2.688449427,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1973-Q3",5.593100555,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1973-Q4",5.754146053,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1974-Q1",6.358559004,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1974-Q2",8.302041149,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1974-Q3",6.449967037,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1974-Q4",3.452454161,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1975-Q1",1.148133398,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1975-Q2",1.496718934,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1975-Q3",1.163621992,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1975-Q4",2.969626851,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1976-Q1",4.742459791,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1976-Q2",0.913164578,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1976-Q3",2.493509168,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1976-Q4",0.91245953,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1977-Q1",-0.614192603,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1977-Q2",1.506490138,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1977-Q3",-1.235059012,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1977-Q4",0.002963558,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1978-Q1",1.869821189,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1978-Q2",3.73902868,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1978-Q3",3.020486778,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1978-Q4",3.427018117,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1979-Q1",3.53490338,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1979-Q2",2.227984745,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1979-Q3",4.111071621,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1979-Q4",5.289307971,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1980-Q1",5.603966755,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1980-Q2",6.920808722,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1980-Q3",7.945617909,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1980-Q4",6.012703734,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1981-Q1",5.168764428,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1981-Q2",5.460639508,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1981-Q3",5.194572768,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1981-Q4",5.613476113,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1982-Q1",3.351452457,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1982-Q2",0.298692939,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1982-Q3",-1.165397177,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1982-Q4",-3.854637026,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1983-Q1",-4.453499234,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1983-Q2",-3.249435611,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1983-Q3",-2.109084591,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1983-Q4",2.541563112,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1984-Q1",5.916250836,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1984-Q2",7.66954987,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1984-Q3",4.678250894,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1984-Q4",2.246739252,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1985-Q1",-0.058200822,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1985-Q2",-2.804155293,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1985-Q3",-1.426912484,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1985-Q4",-0.52662913,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1986-Q1",-1.122663504,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1986-Q2",0.289240695,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1986-Q3",0.780967301,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1986-Q4",0.133362615,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1987-Q1",2.077765132,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1987-Q2",1.739358961,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1987-Q3",1.88136542,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1987-Q4",2.700870283,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1988-Q1",3.491728867,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1988-Q2",3.856222801,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1988-Q3",4.870304128,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1988-Q4",4.571265805,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1989-Q1",3.660927358,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1989-Q2",3.376636664,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1989-Q3",2.086710994,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1989-Q4",0.511185229,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1990-Q1",-0.027499772,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1990-Q2",-0.541507137,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1990-Q3",-0.704873214,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1990-Q4",0.006157802,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1991-Q1",-0.868669823,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1991-Q2",-1.010671037,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1991-Q3",-0.965834202,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1991-Q4",-1.22791262,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1992-Q1",-1.133650656,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1992-Q2",-1.517845426,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1992-Q3",-2.620239574,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1992-Q4",-3.281270479,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1993-Q1",-1.735853672,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1993-Q2",-0.044939764,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1993-Q3",2.581554812,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1993-Q4",4.227165839,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1994-Q1",3.164712871,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1994-Q2",3.15246724,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1994-Q3",2.832389338,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1994-Q4",3.779927203,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1995-Q1",4.303427588,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1995-Q2",3.642187139,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1995-Q3",2.931818857,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1995-Q4",1.641525905,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1996-Q1",2.696834952,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1996-Q2",4.157905856,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1996-Q3",4.887111683,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1996-Q4",5.465714211,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1997-Q1",4.305052603,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1997-Q2",3.013562826,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1997-Q3",2.070500803,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1997-Q4",1.264148963,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1998-Q1",1.101682847,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1998-Q2",0.629148363,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1998-Q3",0.199293829,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1998-Q4",0.144908166,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1999-Q1",0.938259323,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1999-Q2",1.597895323,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1999-Q3",2.933054787,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","1999-Q4",3.964503983,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2000-Q1",4.175940472,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2000-Q2",4.304363536,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2000-Q3",4.199398278,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2000-Q4",3.942878535,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2001-Q1",3.454202842,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2001-Q2",3.023457274,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2001-Q3",2.284059102,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2001-Q4",2.201030327,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2002-Q1",2.859210589,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2002-Q2",3.586949054,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2002-Q3",4.160024166,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2002-Q4",4.055780313,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2003-Q1",3.67341986,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2003-Q2",2.933228493,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2003-Q3",2.649806552,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2003-Q4",2.556822726,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2004-Q1",3.154828436,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2004-Q2",4.08803913,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2004-Q3",5.219000616,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2004-Q4",5.73266821,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2005-Q1",5.214767667,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2005-Q2",5.626869192,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2005-Q3",5.344713727,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2005-Q4",4.929607208,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2006-Q1",5.69847358,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2006-Q2",5.309838511,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2006-Q3",5.328031153,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2006-Q4",6.074190038,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2007-Q1",5.935518462,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2007-Q2",5.307978336,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2007-Q3",5.090672356,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2007-Q4",5.125995996,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2008-Q1",3.880935678,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2008-Q2",4.294481353,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2008-Q3",3.332732691,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2008-Q4",1.309037807,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2009-Q1",-0.684149281,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2009-Q2",-2.218755704,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2009-Q3",-2.22565437,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2009-Q4",-1.010149867,"E"
"ZAF","QGDP","TOT","PC_CHGPY","Q","2010-Q1",1.698764362,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2010-Q2",2.745193207,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2010-Q3",3.647098693,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2010-Q4",4.062058673,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2011-Q1",3.868576278,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2011-Q2",3.757888774,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2011-Q3",2.923097287,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2011-Q4",2.60986584,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2012-Q1",2.050446814,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2012-Q2",2.377933667,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2012-Q3",2.378758573,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2012-Q4",2.046623569,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2013-Q1",2.060813323,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2013-Q2",2.225155363,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2013-Q3",2.388260374,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2013-Q4",3.257431619,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2014-Q1",2.430536841,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2014-Q2",1.603503908,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2014-Q3",1.783923922,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2014-Q4",1.581052687,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2015-Q1",2.412507609,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2015-Q2",1.559090473,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2015-Q3",0.905657296,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2015-Q4",-0.075539635,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2016-Q1",-0.742855509,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2016-Q2",0.635062484,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2016-Q3",0.869787834,
"ZAF","QGDP","TOT","PC_CHGPY","Q","2016-Q4",0.840654607,
